Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||292||15
1||438||22
1||251||22
2||376||33
2||177||33
3||265||49
3||138||45
4||207||67
4||102||48
5||153||72
5||83||42
6||124||63
6||64||36
7||96||54
7||50||32
8||75||48
8||36||29
9||54||43
9||29||17
10||43||25
10||22||13
11||33||19
11||18||12
12||27||18
12||15||9
13||22||13
13||12||9
14||18||13
14||10||7
15||15||10
15||9||6
16||13||9
16||7||6
17||10||9
17||6||4
18||9||6
18||5||4
19||7||6
19||4||3
20||6||4
20||3||3
21||4||4
21||2||2
22||3||3
22||2||1
