Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||291||15
1||436||22
1||249||22
2||373||33
2||189||33
3||283||49
3||143||47
4||214||70
4||111||56
5||166||84
5||90||48
6||135||72
6||76||38
7||114||57
7||68||34
8||102||51
8||63||28
9||94||42
9||58||25
10||87||37
10||53||23
11||79||34
11||50||22
12||75||33
12||47||20
13||70||30
13||44||14
14||66||21
14||43||11
15||64||16
15||40||14
16||60||21
16||37||18
17||55||27
17||34||18
18||51||27
18||33||14
19||49||21
19||32||12
20||48||18
20||33||13
21||49||19
21||35||11
22||52||16
22||37||12
23||55||18
23||40||13
24||60||19
24||41||14
25||61||21
25||41||12
26||61||18
26||42||11
27||63||16
27||44||11
28||66||16
28||45||12
29||67||18
29||48||14
30||72||21
30||48||15
31||72||22
31||52||16
32||78||24
32||53||19
33||79||28
33||56||15
34||84||22
34||57||17
35||85||25
35||63||14
36||94||21
36||66||16
37||99||24
37||70||20
38||105||30
38||75||22
39||112||33
39||77||22
40||115||33
40||78||24
41||117||36
41||80||25
42||120||37
42||80||23
43||120||34
43||80||23
44||120||34
44||84||23
45||126||34
45||85||24
46||127||36
46||87||28
47||130||42
47||90||26
48||135||39
48||90||28
49||135||42
49||93||27
50||139||40
50||96||27
51||144||40
51||98||30
52||147||45
52||101||30
53||151||45
53||103||30
54||154||45
54||107||31
55||160||46
55||111||28
56||166||42
56||118||26
57||177||39
57||121||30
58||181||45
58||126||35
59||189||52
59||129||35
60||193||52
60||132||36
61||198||54
61||132||36
62||198||54
62||133||40
63||199||60
63||136||41
64||204||61
64||137||39
65||205||58
65||145||42
66||217||63
66||154||37
67||231||55
67||159||43
68||238||64
68||161||45
69||241||67
69||163||48
70||244||72
70||164||47
71||246||70
71||165||47
72||247||70
72||166||50
73||249||75
73||169||43
74||253||64
74||172||48
75||258||72
75||174||49
76||261||73
76||179||43
77||268||64
77||181||53
78||271||79
78||184||47
79||276||70
79||185||47
80||277||70
80||187||48
81||280||72
81||187||48
82||280||72
82||189||50
83||283||75
83||193||52
84||289||78
84||196||52
85||294||78
85||200||59
86||300||88
86||202||62
87||303||93
87||203||62
88||304||93
88||206||59
89||309||88
89||208||61
90||312||91
90||215||55
91||322||82
91||220||54
92||330||81
92||224||62
93||336||93
93||226||66
94||339||99
94||230||68
95||345||102
95||236||59
96||354||88
96||243||58
97||364||87
97||244||61
98||366||91
98||245||68
99||367||102
99||246||71
