Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||305||15
1||457||22
1||276||22
2||414||33
2||229||32
3||343||48
3||195||45
4||292||67
4||162||58
5||243||87
5||146||55
6||219||82
6||129||58
7||193||87
7||115||52
8||172||78
8||103||43
9||154||64
9||94||40
10||141||60
10||88||39
11||132||58
11||84||31
12||126||46
12||82||29
13||123||43
13||83||27
14||124||40
14||83||25
15||124||37
15||84||27
16||126||40
16||84||27
17||126||40
17||84||27
18||126||40
18||86||26
19||129||39
19||88||26
20||132||39
20||89||30
21||133||45
21||89||31
22||133||46
22||89||31
23||133||46
23||92||26
24||138||39
24||93||25
25||139||37
25||95||26
26||142||39
26||96||27
27||144||40
27||97||29
28||145||43
28||99||30
29||148||45
29||100||27
30||150||40
30||101||27
31||151||40
31||103||31
32||154||46
32||104||32
33||156||48
33||107||33
34||160||49
34||109||35
35||163||52
35||112||31
36||168||46
36||114||35
37||171||52
37||117||33
38||175||49
38||119||33
39||178||49
39||120||36
40||180||54
40||129||33
41||193||49
41||129||34
42||193||51
42||131||34
43||196||51
43||132||34
44||198||51
44||141||36
45||211||54
45||142||40
46||213||60
46||146||41
47||219||61
47||151||41
48||226||61
48||155||44
49||232||66
49||155||48
50||232||72
50||158||43
51||237||64
51||161||48
52||241||72
52||165||48
53||247||72
53||166||50
54||249||75
54||171||48
55||256||72
55||173||47
56||259||70
56||177||48
57||265||72
57||180||53
58||270||79
58||184||51
59||276||76
59||190||54
60||285||81
60||191||57
61||286||85
61||193||59
62||289||88
62||196||58
63||294||87
63||197||63
64||295||94
64||200||62
65||300||93
65||202||60
66||303||90
66||208||59
67||312||88
67||214||61
68||321||91
68||216||59
69||324||88
69||218||55
70||327||82
70||224||59
71||336||88
71||227||60
72||340||90
72||231||58
73||346||87
73||236||61
74||354||91
74||242||66
75||363||99
75||245||68
76||367||102
76||257||65
77||385||97
77||259||67
78||388||100
78||263||71
79||394||106
79||270||68
80||405||102
80||279||66
81||418||99
81||286||70
82||429||105
82||291||81
83||436||121
83||296||83
84||444||124
84||308||83
85||462||124
85||310||79
86||465||118
86||310||87
87||465||130
87||315||82
88||472||123
88||320||84
89||480||126
89||326||87
90||489||130
90||331||83
91||496||124
91||338||84
92||507||126
92||350||90
93||525||135
93||361||89
94||541||133
94||373||94
95||559||141
95||380||101
96||570||151
96||385||103
97||577||154
97||390||110
98||585||165
98||399||111
99||598||166
99||406||108
