Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||293||15
1||439||22
1||268||22
2||402||33
2||205||33
3||307||49
3||157||46
4||235||69
4||124||57
5||186||85
5||96||51
6||144||76
6||75||47
7||112||70
7||62||36
8||93||54
8||51||29
9||76||43
9||43||20
10||64||30
10||40||17
11||60||25
11||38||16
12||57||24
12||37||13
13||55||19
13||35||13
14||52||19
14||34||12
15||51||18
15||33||14
16||49||21
16||32||13
17||48||19
17||31||13
18||46||19
18||31||14
19||46||21
19||32||11
20||48||16
20||32||10
21||48||15
21||33||9
22||49||13
22||34||10
23||51||15
23||35||11
24||52||16
24||36||9
25||54||13
25||36||10
26||54||15
26||38||10
27||57||15
27||39||12
28||58||18
28||40||11
29||60||16
29||40||11
30||60||16
30||41||12
31||61||18
31||41||13
32||61||19
32||43||14
33||64||21
33||43||12
34||64||18
34||44||13
35||66||19
35||44||14
36||66||21
36||50||13
37||75||19
37||53||13
38||79||19
38||54||16
39||81||24
39||56||13
40||84||19
40||58||15
41||87||22
41||62||17
42||93||25
42||63||16
43||94||24
43||69||17
44||103||25
44||71||20
45||106||30
45||71||21
46||106||31
46||73||24
47||109||36
47||74||25
48||111||37
48||76||22
49||114||33
49||79||23
50||118||34
50||82||24
51||123||36
51||83||23
52||124||34
52||85||26
53||127||39
53||87||28
54||130||42
54||88||26
55||132||39
55||88||29
56||132||43
56||89||27
57||133||40
57||91||26
58||136||39
58||92||31
59||138||46
59||93||26
60||139||39
60||97||26
61||145||39
61||101||28
62||151||42
62||103||31
63||154||46
63||108||32
64||162||48
64||113||33
65||169||49
65||114||36
66||171||54
66||114||35
67||171||52
67||116||33
68||174||49
68||116||35
69||174||52
69||117||36
70||175||54
70||118||36
71||177||54
71||120||36
72||180||54
72||121||36
73||181||54
73||124||35
74||186||52
74||128||35
75||192||52
75||134||35
76||201||52
76||135||38
77||202||57
77||137||42
78||205||63
78||137||49
79||205||73
79||138||44
80||207||66
80||140||38
81||210||57
81||140||44
82||210||66
82||145||41
83||217||61
83||146||45
84||219||67
84||146||41
85||219||61
85||149||40
86||223||60
86||149||42
87||223||63
87||156||45
88||234||67
88||162||45
89||243||67
89||164||45
90||246||67
90||170||45
91||255||67
91||176||47
92||264||70
92||181||49
93||271||73
93||189||44
94||283||66
94||193||48
95||289||72
95||198||55
96||297||82
96||199||57
97||298||85
97||201||54
98||301||81
98||208||54
99||312||81
99||211||57
