Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||318||15
1||477||22
1||292||22
2||438||33
2||231||33
3||346||49
3||170||48
4||255||72
4||129||63
5||193||94
5||100||60
6||150||90
6||80||49
7||120||73
7||59||36
8||88||54
8||47||30
9||70||45
9||37||24
10||55||36
10||27||21
11||40||31
11||23||15
12||34||22
12||18||14
13||27||21
13||13||10
14||19||15
14||9||9
15||13||13
15||7||6
16||10||9
16||6||3
17||9||4
17||7||2
18||10||3
18||8||2
19||12||3
19||8||3
20||12||4
20||8||3
21||12||4
21||9||3
22||13||4
22||9||4
23||13||6
23||9||3
24||13||4
24||10||3
25||15||4
25||11||4
26||16||6
26||11||4
27||16||6
27||11||4
28||16||6
28||12||4
29||18||6
29||12||4
30||18||6
30||14||3
31||21||4
31||15||3
32||22||4
32||18||2
33||27||3
33||23||2
34||34||3
34||28||3
35||42||4
35||35||4
36||52||6
36||42||6
37||63||9
37||45||9
38||67||13
38||49||9
39||73||13
39||58||9
40||87||13
40||61||11
41||91||16
41||67||12
42||100||18
42||71||16
43||106||24
43||71||18
44||106||27
44||74||17
45||111||25
45||77||20
46||115||30
46||79||22
47||118||33
47||81||20
48||121||30
48||84||19
49||126||28
49||85||23
50||127||34
50||87||24
51||130||36
51||88||26
52||132||39
52||89||24
53||133||36
53||92||26
54||138||39
54||95||27
55||142||40
55||96||29
56||144||43
56||98||27
57||147||40
57||100||29
58||150||43
58||104||28
59||156||42
59||107||32
60||160||48
60||107||34
61||160||51
61||108||33
62||162||49
62||108||35
63||162||52
63||109||28
64||163||42
64||113||31
65||169||46
65||114||34
66||171||51
66||115||32
67||172||48
67||116||32
68||174||48
68||120||30
69||180||45
69||124||31
70||186||46
70||125||36
71||187||54
71||127||37
72||190||55
72||129||40
73||193||60
73||131||38
74||196||57
74||134||38
75||201||57
75||137||38
76||205||57
76||142||34
77||213||51
77||146||38
78||219||57
78||149||44
79||223||66
79||155||42
80||232||63
80||155||45
81||232||67
81||157||38
82||235||57
82||158||39
83||237||58
83||159||40
84||238||60
84||164||40
85||246||60
85||165||42
86||247||63
86||167||47
87||250||70
87||169||49
88||253||73
88||172||52
89||258||78
89||175||51
90||262||76
90||182||50
91||273||75
91||184||51
92||276||76
92||185||55
93||277||82
93||188||48
94||282||72
94||192||51
95||288||76
95||194||50
96||291||75
96||197||51
97||295||76
97||202||55
98||303||82
98||207||59
99||310||88
99||213||58
