Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||299||15
1||448||22
1||217||22
2||325||33
2||155||33
3||232||49
3||95||46
4||142||69
4||55||45
5||82||67
5||32||36
6||48||54
6||19||27
7||28||40
7||10||18
8||15||27
8||4||11
9||6||16
9||2||4
10||3||6
10||1||2
11||1||3
11||0||0
