Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||294||15
1||441||22
1||231||22
2||346||33
2||181||32
3||271||48
3||144||46
4||216||69
4||109||48
5||163||72
5||81||50
6||121||75
6||62||45
7||93||67
7||50||33
8||75||49
8||41||24
9||61||36
9||33||19
10||49||28
10||28||15
11||42||22
11||24||14
12||36||21
12||23||11
13||34||16
13||21||10
14||31||15
14||20||9
15||30||13
15||21||9
16||31||13
16||21||8
17||31||12
17||21||8
18||31||12
18||21||9
19||31||13
19||21||7
20||31||10
20||22||8
21||33||12
21||24||8
22||36||12
22||27||6
23||40||9
23||30||8
24||45||12
24||30||10
25||45||15
25||32||10
26||48||15
26||33||11
27||49||16
27||34||11
28||51||16
28||37||8
29||55||12
29||39||9
30||58||13
30||40||11
31||60||16
31||43||10
32||64||15
32||49||9
33||73||13
33||54||10
34||81||15
34||58||12
35||87||18
35||61||13
36||91||19
36||64||13
37||96||19
37||66||16
38||99||24
38||69||19
39||103||28
39||71||21
40||106||31
40||72||21
41||108||31
41||78||21
42||117||31
42||84||19
43||126||28
43||87||20
44||130||30
44||93||23
45||139||34
45||95||27
46||142||40
46||97||30
47||145||45
47||98||32
48||147||48
48||99||28
49||148||42
49||103||28
50||154||42
50||105||30
51||157||45
51||106||28
52||159||42
52||109||28
53||163||42
53||111||32
54||166||48
54||115||31
55||172||46
55||117||33
56||175||49
56||121||30
57||181||45
57||124||29
58||186||43
58||128||29
59||192||43
59||134||29
60||201||43
60||134||38
61||201||57
61||135||45
62||202||67
62||139||41
63||208||61
63||139||41
64||208||61
64||144||42
65||216||63
65||146||40
66||219||60
66||147||41
67||220||61
67||150||36
68||225||54
68||153||43
69||229||64
69||157||41
70||235||61
70||159||43
71||238||64
71||160||48
72||240||72
72||163||46
73||244||69
73||170||42
74||255||63
74||174||43
75||261||64
75||178||46
76||267||69
76||180||50
77||270||75
77||184||50
78||276||75
78||185||51
79||277||76
79||187||55
80||280||82
80||195||55
81||292||82
81||202||54
82||303||81
82||203||49
83||304||73
83||207||52
84||310||78
84||212||53
85||318||79
85||216||59
86||324||88
86||217||63
87||325||94
87||218||65
88||327||97
88||220||62
89||330||93
89||223||60
90||334||90
90||228||68
91||342||102
91||233||69
92||349||103
92||233||69
93||349||103
93||237||70
94||355||105
94||238||69
95||357||103
95||239||71
96||358||106
96||246||70
97||369||105
97||247||67
98||370||100
98||261||60
99||391||90
99||261||71
