Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||317||15
1||475||22
1||293||22
2||439||33
2||234||33
3||351||49
3||182||47
4||273||70
4||156||56
5||234||84
5||133||56
6||199||84
6||112||52
7||168||78
7||98||47
8||147||70
8||88||39
9||132||58
9||80||37
10||120||55
10||76||28
11||114||42
11||72||28
12||108||42
12||70||24
13||105||36
13||70||24
14||105||36
14||70||19
15||105||28
15||70||18
16||105||27
16||73||19
17||109||28
17||74||20
18||111||30
18||75||23
19||112||34
19||75||23
20||112||34
20||75||23
21||112||34
21||80||21
22||120||31
22||82||24
23||123||36
23||84||20
24||126||30
24||87||21
25||130||31
25||89||21
26||133||31
26||90||22
27||135||33
27||93||24
28||139||36
28||96||28
29||144||42
29||98||30
30||147||45
30||100||27
31||150||40
31||102||27
32||153||40
32||102||29
33||153||43
33||102||32
34||153||48
34||104||28
35||156||42
35||107||31
36||160||46
36||109||31
37||163||46
37||114||32
38||171||48
38||118||36
39||177||54
39||118||39
40||177||58
40||123||35
41||184||52
41||124||38
42||186||57
42||128||35
43||192||52
43||132||37
44||198||55
44||135||37
45||202||55
45||138||38
46||207||57
46||144||37
47||216||55
47||144||39
48||216||58
48||149||39
49||223||58
49||149||48
50||223||72
50||152||43
51||228||64
51||155||46
52||232||69
52||158||45
53||237||67
53||164||41
54||246||61
54||167||48
55||250||72
55||171||52
56||256||78
56||172||53
57||258||79
57||174||56
58||261||84
58||178||53
59||267||79
59||184||47
60||276||70
60||187||46
61||280||69
61||187||50
62||280||75
62||191||54
63||286||81
63||194||57
64||291||85
64||196||54
65||294||81
65||200||55
66||300||82
66||201||56
67||301||84
67||205||59
68||307||88
68||206||58
69||309||87
69||213||54
70||319||81
70||220||54
71||330||81
71||224||61
72||336||91
72||230||66
73||345||99
73||235||59
74||352||88
74||237||62
75||355||93
75||244||66
76||366||99
76||250||67
77||375||100
77||253||71
78||379||106
78||258||62
79||387||93
79||260||63
80||390||94
80||266||69
81||399||103
81||271||70
82||406||105
82||277||76
83||415||114
83||281||77
84||421||115
84||291||77
85||436||115
85||299||77
86||448||115
86||300||80
87||450||120
87||304||78
88||456||117
88||311||78
89||466||117
89||316||80
90||474||120
90||330||83
91||495||124
91||340||87
92||510||130
92||343||92
93||514||138
93||350||97
94||525||145
94||357||89
95||535||133
95||365||89
96||547||133
96||371||97
97||556||145
97||380||97
98||570||145
98||382||97
99||573||145
99||389||103
