Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||279||15
1||418||22
1||222||22
2||333||33
2||165||32
3||247||48
3||111||44
4||166||66
4||74||50
5||111||75
5||50||41
6||75||61
6||35||32
7||52||48
7||24||21
8||36||31
8||18||14
9||27||21
9||14||10
10||21||15
10||10||11
11||15||16
11||7||7
12||10||10
12||5||5
13||7||7
13||3||4
14||4||6
14||2||2
15||3||3
15||2||1
