Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||302||15
1||453||22
1||264||22
2||396||33
2||223||33
3||334||49
3||174||46
4||261||69
4||149||56
5||223||84
5||115||61
6||172||91
6||96||55
7||144||82
7||77||42
8||115||63
8||64||37
9||96||55
9||52||30
10||78||45
10||41||26
11||61||39
11||36||20
12||54||30
12||32||15
13||48||22
13||29||12
14||43||18
14||30||11
15||45||16
15||28||12
16||42||18
16||27||12
17||40||18
17||25||12
18||37||18
18||23||12
19||34||18
19||22||11
20||33||16
20||21||9
21||31||13
21||21||8
22||31||12
22||21||7
23||31||10
23||22||6
24||33||9
24||23||6
25||34||9
25||23||9
26||34||13
26||23||8
27||34||12
27||24||7
28||36||10
28||28||7
29||42||10
29||31||7
30||46||10
30||33||7
31||49||10
31||36||8
32||54||12
32||41||9
33||61||13
33||42||9
34||63||13
34||44||9
35||66||13
35||45||10
36||67||15
36||49||11
37||73||16
37||50||11
38||75||16
38||52||11
39||78||16
39||55||14
40||82||21
40||59||15
41||88||22
41||61||15
42||91||22
42||61||16
43||91||24
43||64||18
44||96||27
44||67||16
45||100||24
45||74||19
46||111||28
46||76||19
47||114||28
47||79||18
48||118||27
48||84||19
49||126||28
49||88||19
50||132||28
50||90||19
51||135||28
51||92||20
52||138||30
52||95||23
53||142||34
53||98||24
54||147||36
54||101||27
55||151||40
55||103||33
56||154||49
56||106||30
57||159||45
57||113||29
58||169||43
58||116||28
59||174||42
59||119||31
60||178||46
60||120||35
61||180||52
61||120||33
62||180||49
62||125||32
63||187||48
63||126||30
64||189||45
64||131||30
65||196||45
65||134||35
66||201||52
66||138||35
67||207||52
67||142||41
68||213||61
68||144||43
69||216||64
69||147||45
70||220||67
70||148||47
71||222||70
71||150||47
72||225||70
72||155||45
73||232||67
73||158||48
74||237||72
74||163||45
75||244||67
75||167||42
76||250||63
76||170||45
77||255||67
77||175||45
78||262||67
78||183||40
79||274||60
79||192||51
80||288||76
80||196||54
81||294||81
81||196||51
82||294||76
82||199||59
83||298||88
83||200||61
84||300||91
84||205||57
85||307||85
85||206||55
86||309||82
86||207||62
87||310||93
87||209||62
88||313||93
88||213||59
89||319||88
89||215||57
90||322||85
90||218||62
91||327||93
91||224||63
92||336||94
92||227||67
93||340||100
93||228||67
94||342||100
94||236||63
95||354||94
95||241||62
96||361||93
96||244||71
97||366||106
97||250||67
98||375||100
98||255||70
99||382||105
99||261||74
