Parameters (in next line): Iterations|PreyReproductionRate|PreyVisionRadius|PreyMaxSpeed|PredatorReproductionRate|PredatorVisionRadius|PredatorMaxSpeed
100||1||8||0,5||1||15||0,6
Iteracion|InicialPresas|InicialPredadores
Iteracion|SupervivientesPresas|SupervivientesPredadores
0||500||15
0||305||15
1||457||22
1||272||22
2||408||33
2||209||32
3||313||48
3||169||45
4||253||67
4||137||51
5||205||76
5||116||49
6||174||73
6||99||43
7||148||64
7||87||40
8||130||60
8||75||39
9||112||58
9||66||30
10||99||45
10||60||25
11||90||37
11||54||25
12||81||37
12||49||21
13||73||31
13||43||18
14||64||27
14||39||20
15||58||30
15||35||18
16||52||27
16||35||14
17||52||21
17||35||14
18||52||21
18||35||12
19||52||18
19||35||12
20||52||18
20||36||12
21||54||18
21||37||10
22||55||15
22||39||12
23||58||18
23||40||11
24||60||16
24||42||11
25||63||16
25||43||14
26||64||21
26||43||17
27||64||25
27||43||16
28||64||24
28||44||14
29||66||21
29||46||14
30||69||21
30||47||13
31||70||19
31||50||14
32||75||21
32||50||13
33||75||19
33||55||13
34||82||19
34||57||15
35||85||22
35||61||15
36||91||22
36||62||17
37||93||25
37||63||17
38||94||25
38||63||16
39||94||24
39||65||16
40||97||24
40||67||19
41||100||28
41||70||17
42||105||25
42||75||20
43||112||30
43||76||19
44||114||28
44||80||19
45||120||28
45||83||22
46||124||33
46||83||23
47||124||34
47||84||23
48||126||34
48||87||23
49||130||34
49||91||21
50||136||31
50||94||20
51||141||30
51||97||24
52||145||36
52||99||23
53||148||34
53||103||27
54||154||40
54||110||28
55||165||42
55||110||30
56||165||45
56||114||34
57||171||51
57||115||32
58||172||48
58||120||34
59||180||51
59||122||37
60||183||55
60||122||37
61||183||55
61||124||38
62||186||57
62||128||40
63||192||60
63||129||41
64||193||61
64||130||40
65||195||60
65||131||40
66||196||60
66||131||37
67||196||55
67||132||38
68||198||57
68||132||38
69||198||57
69||135||40
70||202||60
70||137||37
71||205||55
71||141||40
72||211||60
72||144||37
73||216||55
73||146||36
74||219||54
74||146||37
75||219||55
75||148||45
76||222||67
76||151||47
77||226||70
77||152||45
78||228||67
78||155||40
79||232||60
79||159||46
80||238||69
80||161||42
81||241||63
81||166||44
82||249||66
82||167||48
83||250||72
83||170||51
84||255||76
84||175||49
85||262||73
85||176||50
86||264||75
86||182||50
87||273||75
87||187||53
88||280||79
88||190||52
89||285||78
89||197||55
90||295||82
90||200||55
91||300||82
91||201||55
92||301||82
92||204||57
93||306||85
93||205||57
94||307||85
94||211||55
95||316||82
95||217||58
96||325||87
96||219||57
97||328||85
97||225||59
98||337||88
98||232||63
99||348||94
99||235||60
